Damage over distance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reload times (s),,,,,,
Distance,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,∞,,Full,Tactical,,Rate of Fire,,ADS Time (s),With Shield
P226,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,2.1,1.8,,450,,0.2,
USP40,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,2.1,1.8,,450,,0.2,
Mk1 9mm,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,1.9,1.6,,450,,0.2,
SDP 9mm,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,2.2,1.4,,450,,0.2,
P9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,2.1,1.8,,450,,0.2,0.6
P12,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,2.4,1.9,,450,,0.2,0.6
GSH-18,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,2.3,2.1,,450,,0.2,0.6
PRB92,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,2.6,1.9,,450,,0.2,
5.7 USG,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,2.4,1.9,,450,,0.2,
P-10C,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,2.2,1.9,,450,,0.2,
RG15,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,2.4,1.9,,450,,0.2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time To Kill [TTK] vs lvl. 1 armour in milliseconds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reload times (s),,,,,,
Distance,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,∞,,Full,Tactical,,Rate of Fire,,ADS Time (s),With Shield
CSRX 300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.1,2.5,,50,,0.5,
BOSG 12.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,,3,2.4,,450,,0.4,
TCSG12,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,267,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,,3.2,2.5,,450,,0.4,
ACS12,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,400,400,400,400,400,400,400,400,400,600,600,600,600,600,600,600,600,600,600,600,600,600,600,,2.7,2,,300,,0.4,
OTs-03,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,,3.4,2.7,,380,,0.4,
SR-25,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,267,267,267,267,267,267,267,267,267,267,267,267,,3.5,2.9,,450,,0.4,0.55
CAMRS,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,267,267,267,267,267,267,267,267,267,,3.4,2.6,,450,,0.4,
417,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,267,267,267,267,267,267,,3.3,2.6,,450,,0.4,
AR-15.50,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,,3.1,2.2,,450,,0.4,
MK 14 EBR,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,,3.4,3.1,,450,,0.4,
DP27,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,327,327,327,327,,4.6,4,,550,,0.45,
M249,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,277,277,277,277,,7.6,7.6,,650,,0.45,
M249 SAW,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,277,277,277,277,,4.5,3.3,,650,,0.45,
6P41,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,265,265,265,265,265,,8.5,8.5,,680,,0.45,
T-95 LSW,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,277,277,277,277,277,,3,2,,650,,0.45,
LMG-E,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,250,250,250,250,250,250,250,250,250,250,,6.5,7.1,,720,,0.45,
G8A1,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,212,212,212,212,212,212,212,212,212,212,212,212,,3.9,3,,850,,0.45,
ALDA 5.56,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,200,200,200,200,200,200,200,200,200,200,200,200,267,267,267,267,,5.7,6.2,,900,,0.45,
PARA-308,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,277,277,277,277,277,277,277,277,277,277,,3.3,2.6,,650,,0.4,
552 Com,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,261,261,261,261,261,261,261,261,261,261,,3.1,2.4,,690,,0.4,
ARX200,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,257,257,257,257,257,257,257,257,257,257,257,,3.4,2.6,,700,,0.4,
556xi,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,261,261,261,261,261,261,261,261,261,261,261,261,,3.7,2.6,,690,,0.4,
L85A2,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,269,269,269,269,269,269,269,269,269,269,,3.3,2.7,,670,,0.4,
C7E,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,225,225,225,225,300,300,300,300,300,300,300,300,,2.7,2,,800,,0.4,
M762,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,247,247,247,247,247,329,329,329,329,329,329,329,329,,3.3,2.6,,730,,0.4,
AK-12,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,212,212,212,212,212,282,282,282,282,282,282,282,282,,3.4,2.6,,850,,0.4,
SC3000K,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,225,225,225,225,225,225,225,225,225,225,,3.4,2.6,,800,,0.4,
M4,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,240,240,240,240,240,240,240,240,240,240,240,240,,3.4,2.6,,750,,0.4,
V308,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,,3.3,2.6,,700,,0.4,
AK-74M,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,277,277,277,277,277,277,277,277,277,277,277,277,,3.4,2.6,,650,,0.4,
416-C,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,243,243,243,243,243,324,324,405,405,405,405,405,405,405,405,405,,3.4,2.4,,740,,0.4,
MK17 CQB,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,308,308,308,308,308,308,308,308,,3.1,2.4,,585,,0.4,0.55
AUG A2,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,250,250,250,250,250,250,250,250,250,250,250,250,250,,3.3,2.6,,720,,0.4,
AR33,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,240,240,240,240,240,240,320,320,320,320,320,320,320,320,,3.3,2.6,,749,,0.4,
Spear .308,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,257,257,257,257,257,257,257,257,257,257,257,257,257,,3.3,2.4,,700,,0.4,
TYPE-89,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,212,212,212,212,212,212,212,212,212,212,212,212,212,212,,3.3,2.6,,850,,0.4,
C8-SFW,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,215,215,215,215,215,215,287,287,287,287,287,287,287,287,,2.9,2.4,,837,,0.4,
F90,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,231,231,231,231,231,231,231,308,308,308,308,308,308,308,308,,3.1,2.2,,780,,0.4,
F2,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,184,184,184,184,184,184,245,245,245,245,245,245,245,245,245,245,,3.1,2.4,,980,,0.4,
R4-C,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,209,209,209,209,209,209,209,209,209,209,209,209,209,209,,3.4,2.7,,860,,0.4,
G36C,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,231,231,231,231,231,231,308,308,308,308,308,308,308,308,308,,3.3,2.4,,780,,0.4,
C75 Auto,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,180,180,180,180,180,180,180,180,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,,2.7,1.9,,1000,,0.275,
BEARING 9,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,,2.7,1.9,,1100,,0.275,
SMG-11,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,142,142,142,142,142,142,142,142,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,,2.9,2,,1270,,0.275,
SPSMG9,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,,2.7,2.2,,980,,0.275,
SMG-12,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,189,189,189,189,189,189,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,,3,2,,1270,,0.275,
9mm C1,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,,2.6,1.9,,575,,0.3,
UMP45,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,300,300,300,300,300,300,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,,2.9,2.4,,600,,0.3,
Commando 9,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,231,231,231,231,231,231,231,231,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,,2.5,2,,780,,0.3,
M12,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,,3,2.2,,550,,0.3,
K1A,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,250,250,250,250,250,250,250,250,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,,3,2.7,,720,,0.3,
AUG A3,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,,3.3,2.6,,700,,0.3,
PDW9,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,,3.4,2.6,,800,,0.3,
9x19 VSN,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,240,240,240,240,240,240,240,320,320,320,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,,3.2,2.3,,750,,0.3,
MP7,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,,2.8,2.2,,900,,0.3,
T-5 SMG,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,267,267,267,267,267,267,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,,3,2.4,,900,,0.3,
MP5K,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,,2.8,2,,800,,0.3,
MP5 SD,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,300,300,300,300,300,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,,2.9,2.2,,800,,0.3,
MP5,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,300,300,300,300,300,300,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,,2.9,2.2,,800,,0.3,
FMG-9,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,225,225,225,225,225,225,225,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,,3,2.2,,800,,0.3,
P10 RONI,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,245,245,245,245,245,245,245,245,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,,2.7,1.7,,980,,0.3,
Mx4 Storm,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,253,253,253,253,253,253,253,253,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,,3.1,2.8,,950,,0.3,
MPX,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,289,289,289,289,289,289,289,289,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,,3.1,2.4,,830,,0.3,
Scorpion,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,278,278,278,278,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,,3,2.1,,1080,,0.3,
P90,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,,2.9,2.4,,970,,0.3,
Vector,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,250,250,250,250,250,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,,2.8,2,,1200,,0.3,
Luison,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,267,267,267,267,267,267,267,267,400,400,400,400,533,533,667,667,800,933,933,933,933,933,933,933,933,,2.6,1.9,,450,,0.2,
Keratos .357,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,,4,4,,450,,0.2,
LFP586,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,,4,4,,450,,0.2,0.6
.44 Mag,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,,2.1,1.8,,450,,0.2,
D-50,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,,2.5,2,,450,,0.2,
PMM,133,133,133,133,133,133,133,133,133,133,133,133,133,133,267,267,267,267,267,267,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,,1.9,1.4,,450,,0.2,0.6
Q-929,133,133,133,133,133,133,133,133,133,133,133,133,133,133,267,267,267,267,267,267,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,,2.1,1.8,,450,,0.2,
M45,133,133,133,133,133,133,133,133,133,133,133,133,133,133,267,267,267,267,267,267,267,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,,1.9,1.6,,450,,0.2,
1911 TACOPS,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,,2.2,1.9,,450,,0.2,
P229,133,133,133,133,133,133,133,133,133,133,133,267,267,267,267,267,267,267,267,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,,2.1,1.8,,450,,0.2,
P226,133,133,133,133,133,133,133,133,133,133,133,267,267,267,267,267,267,267,267,267,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,,2.1,1.8,,450,,0.2,
USP40,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,,2.1,1.8,,450,,0.2,
Mk1 9mm,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,,1.9,1.6,,450,,0.2,
SDP 9mm,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,,2.2,1.4,,450,,0.2,
P9,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,,2.1,1.8,,450,,0.2,0.6
P12,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,400,400,400,400,400,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,,2.4,1.9,,450,,0.2,0.6
GSH-18,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,400,400,400,400,400,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,,2.3,2.1,,450,,0.2,0.6
PRB92,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,,2.6,1.9,,450,,0.2,
5.7 USG,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,,2.4,1.9,,450,,0.2,
P-10C,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,,2.2,1.9,,450,,0.2,
RG15,267,267,267,267,267,267,267,267,267,267,267,267,267,267,400,400,400,400,400,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,,2.4,1.9,,450,,0.2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STK vs lvl. 2 armour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reload times (s),,,,,,
Distance,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,∞,,Full,Tactical,,Rate of Fire,,ADS Time (s),With Shield
CSRX 300,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,3.1,2.5,,50,,0.5,
BOSG 12.2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,3,2.4,,450,,0.4,
TCSG12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,3.2,2.5,,450,,0.4,
ACS12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,,2.7,2,,300,,0.4,
OTs-03,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,3.4,2.7,,380,,0.4,
SR-25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,,3.5,2.9,,450,,0.4,0.55
CAMRS,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,,3.4,2.6,,450,,0.4,
417,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,,3.3,2.6,,450,,0.4,
AR-15.50,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,,3.1,2.2,,450,,0.4,
MK 14 EBR,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,,3.4,3.1,,450,,0.4,
DP27,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,,4.6,4,,550,,0.45,
M249,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,,7.6,7.6,,650,,0.45,
M249 SAW,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,,4.5,3.3,,650,,0.45,
6P41,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,,8.5,8.5,,680,,0.45,
T-95 LSW,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,,3,2,,650,,0.45,
LMG-E,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,,6.5,7.1,,720,,0.45,
G8A1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,3.9,3,,850,,0.45,
ALDA 5.56,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,,5.7,6.2,,900,,0.45,
PARA-308,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,,3.3,2.6,,650,,0.4,
552 Com,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,,3.1,2.4,,690,,0.4,
ARX200,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,,3.4,2.6,,700,,0.4,
556xi,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,5,5,5,5,5,5,5,5,5,,3.7,2.6,,690,,0.4,
L85A2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,,3.3,2.7,,670,,0.4,
C7E,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,,2.7,2,,800,,0.4,
M762,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,,3.3,2.6,,730,,0.4,
